2MASS%20J14145172-0132424,DA+M
2MASS%20J14151332+6304126,DA
2MASS%20J14155889+4337160,DA
2MASS%20J14163571+3600066,DA+M
2MASS%20J14173123+0150586,DA+M
2MASS%20J14175917+3615429,DA+M
2MASS%20J14192731+4706566,DA+M
2MASS%20J14200627+5322351,DA
2MASS%20J14222661+2346280,DA+M
2MASS%20J14235505+2409248,DA+M
2MASS%20J14252284+2109406,DA+M
2MASS%20J14261028+6001533,DA+M
2MASS%20J14295117+5759492,DA+M
2MASS%20J14323124+0652223,DA+M
2MASS%20J14351916+3629520,DA+M
2MASS%20J14354787+3733386,DA+M
2MASS%20J14364960+3237344,DA+M
2MASS%20J14372214+3809078,DA+M
2MASS%20J14374669+5737059,DA+M
2MASS%20J14380915+3309052,DA+M
2MASS%20J14395793+5739445,DA+M
2MASS%20J14412389+1449271,DA+M
2MASS%20J14414721+5816565,DA
2MASS%20J14414914+3602257,DA+M
2MASS%20J14460038+0008166,DA+M
2MASS%20J14463146+0959444,DA+M
2MASS%20J14465554+1328102,DA+M
2MASS%20J14465655+4111547,DA+M
2MASS%20J14480132+2153432,DA+M
2MASS%20J14484686+0713044,DA+M
2MASS%20J14485925-0232293,DA
2MASS%20J14492121+3524316,DA+M
2MASS%20J14504049+5543217,DA+M
2MASS%20J14505188+4143178,DA+M
2MASS%20J14523000+4625123,DA
2MASS%20J14524881+2348072,DA+M
2MASS%20J14530098+0055571,DA+M
2MASS%20J14530577+0010482,DA+M
2MASS%20J14531771+3123455,DA+M
2MASS%20J14533166+4058445,DA+M
2MASS%20J14542998+2039031,DA+M
2MASS%20J14551459-0228222,DA+M
2MASS%20J14552136+5655442,DA
2MASS%20J14552773+6115044,DA+M
2MASS%20J14553064+1703176,DA+M
2MASS%20J14561166+5921385,DA+M
2MASS%20J14563274+4824459,DA+M
2MASS%20J14564271+0531019,DA+M
